"age","gender","country","E1","E2","E3","N1","N2","N3","A1","A2","A3","C1","C2","C3","O1","O2","O3","Extroversion","Neuroticism","Agreeableness","Conscientiousness","openness"
45,"Female","US",2,1,1,3,3,2,2,4,2,2,2,2,5,5,4,0.27,0.53,0.53,0.4,0.93
18,"Female","PH",3,3,3,5,5,5,5,5,2,5,4,5,2,5,3,0.6,1,0.8,0.93,0.67
18,"Unanswered","ES",3,4,4,5,5,2,5,5,5,4,4,2,5,4,5,0.73,0.8,1,0.67,0.93
22,"Unanswered","PK",4,4,4,1,2,2,5,5,5,4,5,3,5,5,5,0.8,0.33,1,0.8,1
27,"Female","IN",3,2,2,2,4,4,2,4,4,3,3,3,5,4,4,0.47,0.67,0.67,0.6,0.87
30,"Unanswered","IN",3,5,5,3,3,4,4,4,5,2,4,1,5,4,5,0.87,0.67,0.87,0.47,0.93
16,"Unanswered","DE",1,3,4,2,4,2,2,2,3,4,5,3,5,5,5,0.53,0.53,0.47,0.8,1
30,"Unanswered","GB",3,2,4,2,5,1,1,4,4,5,5,2,5,5,5,0.6,0.53,0.6,0.8,1
38,"Unanswered","US",1,2,3,5,5,4,4,5,2,3,4,1,5,3,5,0.4,0.93,0.73,0.53,0.87
20,"Unanswered","IN",1,5,5,1,1,5,5,5,5,2,5,4,5,5,5,0.73,0.47,1,0.73,1
24,"Female","IN",1,5,4,2,3,4,4,4,4,5,5,5,3,5,5,0.67,0.6,0.8,1,0.87
30,"Female","GB",1,2,2,5,3,4,4,5,2,1,3,4,5,4,5,0.33,0.8,0.73,0.53,0.93
14,"Unanswered","CO",3,3,4,3,4,3,3,5,3,4,4,5,4,4,4,0.67,0.67,0.73,0.87,0.8
37,"Female","RO",2,5,3,4,2,1,2,2,2,2,2,2,2,5,4,0.67,0.47,0.4,0.4,0.73
36,"Female","RO",3,4,4,4,4,3,5,5,5,4,4,4,4,5,5,0.73,0.73,1,0.8,0.93
36,"Unanswered","RO",5,3,5,4,4,1,3,2,4,4,4,3,5,5,4,0.87,0.6,0.6,0.73,0.93
37,"Unanswered","RO",3,4,4,2,3,1,5,4,4,4,4,5,4,5,4,0.73,0.4,0.87,0.87,0.87
36,"Unanswered","RO",4,5,4,2,2,1,4,4,4,5,5,4,4,5,5,0.87,0.33,0.8,0.93,0.93
37,"Female","RO",3,5,5,1,3,4,4,4,5,4,4,5,4,4,5,0.87,0.53,0.87,0.87,0.87
17,"Unanswered","ID",1,5,3,5,1,5,4,1,3,4,5,3,1,2,4,0.6,0.73,0.53,0.8,0.47
46,"Unanswered","RO",5,5,4,3,3,3,5,4,3,3,4,4,3,3,3,0.93,0.6,0.8,0.73,0.6
56,"Female","US",2,3,5,2,1,1,3,4,4,5,5,5,5,5,3,0.67,0.27,0.73,1,0.87
52,"Unanswered","CA",3,5,5,3,3,3,5,5,5,3,3,3,4,3,5,0.87,0.6,1,0.6,0.8
18,"Unanswered","ID",1,3,3,5,5,4,3,5,2,4,1,4,3,3,3,0.47,0.93,0.67,0.6,0.6
16,"Unanswered","IE",2,3,3,5,5,4,4,4,3,1,5,2,5,3,4,0.53,0.93,0.73,0.53,0.8
23,"Unanswered","PH",2,2,4,2,3,2,4,4,4,4,4,5,4,4,4,0.53,0.47,0.8,0.87,0.8
23,"Unanswered","US",2,4,4,5,4,3,4,4,3,3,3,3,3,3,3,0.67,0.8,0.73,0.6,0.6
22,"Unanswered","LB",5,2,1,5,5,3,3,2,4,5,5,4,3,5,5,0.53,0.87,0.6,0.93,0.87
1991,"Unanswered","MY",1,4,3,4,5,5,5,5,5,5,5,5,3,5,5,0.53,0.93,1,1,0.87
34,"Female","MY",3,5,4,3,3,2,4,5,4,5,5,5,1,4,5,0.8,0.53,0.87,1,0.67
20,"Unanswered","IT",5,3,3,3,4,4,4,4,4,2,4,2,5,2,5,0.73,0.73,0.8,0.53,0.8
18,"Unanswered","US",3,4,4,3,4,3,4,4,3,3,3,3,5,5,4,0.73,0.67,0.73,0.6,0.93
21,"Female","BD",3,3,4,3,4,2,4,2,3,4,4,4,4,3,4,0.67,0.6,0.6,0.8,0.73
26,"Female","GB",2,2,2,2,3,2,2,2,2,5,4,3,3,4,4,0.4,0.47,0.4,0.8,0.73
47,"Unanswered","US",4,5,5,5,5,1,5,5,5,4,5,5,5,5,5,0.93,0.73,1,0.93,1
21,"Unanswered","BD",3,5,4,2,4,1,4,5,4,4,4,4,4,4,4,0.8,0.47,0.87,0.8,0.8
22,"Unanswered","IT",4,2,3,5,4,4,5,4,2,4,5,4,5,5,5,0.6,0.87,0.73,0.87,1
21,"Female","IT",2,3,5,1,2,1,3,2,4,3,4,1,4,4,4,0.67,0.27,0.6,0.53,0.8
18,"Female","IN",1,3,1,5,5,5,4,5,1,3,5,1,5,5,5,0.33,1,0.67,0.6,1
22,"Female","HR",2,3,2,3,4,4,2,4,2,3,3,2,4,3,3,0.47,0.73,0.53,0.53,0.67
20,"Female","US",3,3,4,4,4,4,4,5,4,3,4,4,4,4,5,0.67,0.8,0.87,0.73,0.87
44,"Female","SE",2,5,4,4,4,3,4,5,4,3,5,2,5,4,4,0.73,0.73,0.87,0.67,0.87
28,"Unanswered","IT",1,2,2,5,5,5,4,5,5,1,5,1,3,3,3,0.33,1,0.93,0.47,0.6
16,"Unanswered","GB",4,2,5,3,3,1,5,5,5,3,5,4,5,4,4,0.73,0.47,1,0.8,0.87
18,"Unanswered","US",2,4,2,2,2,2,4,4,4,4,5,2,4,5,4,0.53,0.4,0.8,0.73,0.87
49,"Unanswered","US",5,1,5,5,3,5,3,3,3,5,1,5,5,5,5,0.73,0.87,0.6,0.73,1
52,"Female","NZ",2,5,4,3,3,2,4,4,2,2,3,3,4,3,3,0.73,0.53,0.67,0.53,0.67
27,"Unanswered","FI",4,3,3,4,2,2,2,2,3,4,4,3,5,4,4,0.67,0.53,0.47,0.73,0.87
41,"Unanswered","US",1,3,5,2,5,4,5,5,3,3,5,3,5,4,4,0.6,0.73,0.87,0.73,0.87
18,"Unanswered","US",4,4,4,3,5,3,4,5,5,5,4,1,5,5,5,0.8,0.73,0.93,0.67,1
16,"Unanswered","GB",4,3,4,5,5,5,5,5,4,4,4,4,5,4,4,0.73,1,0.93,0.8,0.87
22,"Female","BD",1,1,4,5,5,5,4,5,3,4,5,1,5,4,4,0.4,1,0.8,0.67,0.87
20,"Unanswered","PK",5,5,5,4,4,5,5,5,5,4,5,4,1,4,5,1,0.87,1,0.87,0.67
22,"Female","BD",1,2,3,3,4,2,4,4,4,2,4,2,4,3,3,0.4,0.6,0.8,0.53,0.67
21,"Female","US",1,4,4,3,4,2,3,4,4,3,4,3,3,4,4,0.6,0.6,0.73,0.67,0.73
21,"Unanswered","PK",1,1,1,5,4,5,4,4,4,2,4,1,1,5,5,0.2,0.93,0.8,0.47,0.73
16,"Female","NL",2,4,2,3,3,1,4,5,5,3,4,3,3,4,4,0.53,0.47,0.93,0.67,0.73
33,"Female","US",1,3,3,2,2,1,3,2,4,5,3,3,5,5,5,0.47,0.33,0.6,0.73,1
19,"Unanswered","LT",1,5,5,1,5,5,5,1,5,1,1,5,5,5,5,0.73,0.73,0.73,0.47,1
19,"Female","IN",4,5,5,5,5,1,5,5,5,5,5,5,5,5,4,0.93,0.73,1,1,0.93
20,"Unanswered","GB",3,3,3,4,4,4,4,4,3,2,4,2,5,4,3,0.6,0.8,0.73,0.53,0.8
75,"Unanswered","US",1,5,5,5,5,5,5,5,5,1,5,4,5,5,4,0.73,1,1,0.67,0.93
54,"Unanswered","US",3,3,4,4,4,4,4,4,4,2,4,2,4,5,4,0.67,0.8,0.8,0.53,0.87
22,"Unanswered","BD",3,4,1,2,5,4,3,5,3,4,5,4,3,5,3,0.53,0.73,0.73,0.87,0.73
22,"Female","US",1,4,1,2,2,2,3,4,3,3,3,3,5,4,4,0.4,0.4,0.67,0.6,0.87
23,"Unanswered","US",3,4,4,5,5,4,3,5,4,5,4,4,3,5,3,0.73,0.93,0.8,0.87,0.73
15,"Unanswered","RS",3,3,5,2,5,2,2,2,4,4,5,4,2,5,4,0.73,0.6,0.53,0.87,0.73
22,"Female","US",2,4,5,1,2,2,4,4,3,4,4,1,4,4,4,0.73,0.33,0.73,0.6,0.8
21,"Unanswered","PK",3,4,1,4,4,4,3,5,4,3,5,3,2,5,3,0.53,0.8,0.8,0.73,0.67
21,"Unanswered","US",2,1,3,3,5,1,4,4,3,4,5,4,5,5,5,0.4,0.6,0.73,0.87,1
33,"Unanswered","US",3,2,3,5,5,5,2,3,3,2,5,4,3,3,3,0.53,1,0.53,0.73,0.6
22,"Female","BD",4,5,3,1,4,1,1,5,4,3,4,4,4,5,4,0.8,0.4,0.67,0.73,0.87
21,"Female","IN",4,5,5,1,5,2,5,2,5,4,4,4,4,5,5,0.93,0.53,0.8,0.8,0.93
24,"Unanswered","CA",3,5,4,3,4,4,5,4,5,4,4,4,5,4,5,0.8,0.73,0.93,0.8,0.93
17,"Female","US",2,3,4,4,4,3,4,5,5,1,3,2,5,4,4,0.6,0.73,0.93,0.4,0.87
18,"Unanswered","CA",2,3,2,2,4,3,4,4,3,5,4,3,5,4,3,0.47,0.6,0.73,0.8,0.8
29,"Female","BE",3,5,5,2,5,5,5,5,5,1,3,3,5,3,3,0.87,0.8,1,0.47,0.73
17,"Unanswered","CL",1,3,1,5,5,2,5,4,4,3,5,5,5,5,4,0.33,0.8,0.87,0.87,0.93
30,"Female","GB",5,4,5,4,5,4,5,5,3,5,5,4,5,4,5,0.93,0.87,0.87,0.93,0.93
25,"Unanswered","IN",4,4,4,1,2,4,4,2,4,3,1,2,3,4,5,0.8,0.47,0.67,0.4,0.8
48,"Unanswered","CA",4,4,5,2,4,2,5,4,5,4,4,5,5,5,5,0.87,0.53,0.93,0.87,1
17,"Female","IN",1,5,1,1,1,1,5,1,1,1,1,1,1,5,1,0.47,0.2,0.47,0.2,0.47
30,"Unanswered","US",4,4,4,3,3,3,5,5,4,5,5,4,5,4,4,0.8,0.6,0.93,0.93,0.87
22,"Female","PL",3,3,4,3,5,2,5,4,4,3,4,3,5,5,4,0.67,0.67,0.87,0.67,0.93
42,"Unanswered","GB",3,3,3,5,5,4,3,4,5,5,5,3,5,4,5,0.6,0.93,0.8,0.87,0.93
34,"Unanswered","US",3,4,3,1,2,2,4,5,4,4,5,3,5,5,5,0.67,0.33,0.87,0.8,1
20,"Unanswered","US",3,5,5,5,5,1,3,4,4,3,4,2,4,3,3,0.87,0.73,0.73,0.6,0.67
16,"Unanswered","GB",4,4,4,3,3,4,4,4,4,1,2,2,4,4,4,0.8,0.67,0.8,0.33,0.8
48,"Unanswered","US",2,3,3,3,3,3,4,4,4,3,4,3,5,4,4,0.53,0.6,0.8,0.67,0.87
21,"Female","DE",3,5,4,1,2,1,2,2,2,4,2,4,5,5,5,0.8,0.27,0.4,0.67,1
56,"Female","GB",3,5,5,4,5,5,5,5,5,5,5,4,3,4,5,0.87,0.93,1,0.93,0.8
28,"Female","US",4,4,5,2,4,2,5,5,5,4,4,4,5,5,5,0.87,0.53,1,0.8,1
20,"Unanswered","US",4,5,5,2,2,1,5,5,4,5,4,5,3,4,4,0.93,0.33,0.93,0.93,0.73
29,"Unanswered","FI",1,4,4,5,5,4,4,2,4,4,5,4,1,1,2,0.6,0.93,0.67,0.87,0.27
15,"Unanswered","GB",1,1,5,5,5,5,5,5,5,1,5,1,1,5,5,0.47,1,1,0.47,0.73
14,"Unanswered","US",3,1,2,4,3,4,1,1,5,2,4,3,5,3,4,0.4,0.73,0.47,0.6,0.8
50,"Unanswered","US",3,4,5,1,3,1,5,5,5,4,4,2,3,5,4,0.8,0.33,1,0.67,0.8
58,"Unanswered","US",3,4,4,2,3,2,4,4,4,4,4,3,3,4,4,0.73,0.47,0.8,0.73,0.73
22,"Unanswered","US",2,4,5,5,4,3,4,3,3,4,4,4,3,4,3,0.73,0.8,0.67,0.8,0.67
15,"Female","CA",2,5,2,2,3,2,5,3,2,4,4,2,4,4,4,0.6,0.47,0.67,0.67,0.8
18,"Female","US",3,3,2,5,5,5,5,4,3,1,4,1,4,3,5,0.53,1,0.8,0.4,0.8
20,"Female","US",2,1,1,1,4,2,1,1,2,4,4,5,2,4,5,0.27,0.47,0.27,0.87,0.73
19,"Female","GB",3,4,3,5,5,3,4,4,4,4,3,4,5,4,4,0.67,0.87,0.8,0.73,0.87
15,"Female","BG",1,2,2,3,2,5,3,3,2,2,2,3,3,3,2,0.33,0.67,0.53,0.47,0.53
16,"Female","BR",5,3,5,5,5,5,4,1,5,5,5,1,5,5,5,0.87,1,0.67,0.73,1
22,"Unanswered","US",3,4,5,4,4,4,4,4,4,5,5,5,3,5,3,0.8,0.8,0.8,1,0.73
38,"Unanswered","CA",3,4,4,3,4,3,4,4,4,3,3,5,3,4,4,0.73,0.67,0.8,0.73,0.73
21,"Female","NL",2,4,3,2,2,1,1,2,3,4,4,2,5,5,4,0.6,0.33,0.4,0.67,0.93
25,"Female","US",2,3,3,2,3,1,4,4,4,4,5,4,5,4,5,0.53,0.4,0.8,0.87,0.93
31,"Unanswered","US",5,5,5,1,2,2,5,5,5,3,3,4,5,5,5,1,0.33,1,0.67,1
20,"Female","MX",3,3,4,3,3,3,4,4,5,5,5,3,4,5,5,0.67,0.6,0.87,0.87,0.93
16,"Unanswered","GB",2,2,2,5,5,5,4,3,2,4,4,3,5,4,4,0.4,1,0.6,0.73,0.87
18,"Other","US",1,2,1,2,2,1,4,2,3,4,4,4,5,4,4,0.27,0.33,0.6,0.8,0.87
43,"Unanswered","DE",4,4,5,3,5,2,5,4,5,4,4,3,5,5,4,0.87,0.67,0.93,0.73,0.93
30,"Unanswered","US",1,2,2,2,4,1,3,3,3,3,5,3,4,4,3,0.33,0.47,0.6,0.73,0.73
21,"Unanswered","GB",3,5,5,4,5,5,5,3,5,3,4,4,4,4,3,0.87,0.93,0.87,0.73,0.73
20,"Unanswered","US",3,5,5,5,4,3,5,5,4,4,2,4,4,3,3,0.87,0.8,0.93,0.67,0.67
19,"Female","DK",5,5,5,1,1,1,2,1,5,2,4,1,5,5,5,1,0.2,0.53,0.47,1
26,"Female","US",3,4,2,1,2,2,3,3,4,3,3,3,4,4,4,0.6,0.33,0.67,0.6,0.8
16,"Unanswered","BR",1,1,3,3,4,3,3,4,3,2,4,3,5,4,5,0.33,0.67,0.67,0.6,0.93
16,"Unanswered","US",4,5,5,3,2,2,5,4,5,4,5,2,5,5,5,0.93,0.47,0.93,0.73,1
45,"Female","NL",4,5,5,4,5,4,5,5,4,4,4,3,4,4,5,0.93,0.87,0.93,0.73,0.87
18,"Unanswered","US",3,3,3,3,3,2,3,3,3,4,4,3,3,3,3,0.6,0.53,0.6,0.73,0.6
46,"Unanswered","GB",5,4,4,3,3,3,5,4,4,3,3,4,2,4,3,0.87,0.6,0.87,0.67,0.6
17,"Female","GB",2,3,5,1,3,2,5,3,4,3,4,1,1,5,4,0.67,0.4,0.8,0.53,0.67
72,"Female","AU",2,1,3,2,3,3,5,4,2,3,3,2,4,3,3,0.4,0.53,0.73,0.53,0.67
21,"Unanswered","US",4,3,2,5,5,5,5,5,2,4,5,5,4,2,4,0.6,1,0.8,0.93,0.67
47,"Unanswered","IE",2,3,2,5,3,5,5,5,2,2,5,3,3,3,3,0.47,0.87,0.8,0.67,0.6
16,"Unanswered","US",3,4,5,5,5,4,4,5,3,4,5,4,5,2,4,0.8,0.93,0.8,0.87,0.73
19,"Female","US",4,5,4,1,1,2,5,4,4,4,2,3,5,5,5,0.87,0.27,0.87,0.6,1
20,"Unanswered","US",3,4,2,4,5,3,5,5,4,2,4,2,4,4,4,0.6,0.8,0.93,0.53,0.8
25,"Female","RO",5,3,5,3,5,3,4,4,5,4,4,1,5,5,5,0.87,0.73,0.87,0.6,1
19,"Female","US",4,3,4,4,5,3,4,4,3,2,2,3,3,3,4,0.73,0.8,0.73,0.47,0.67
27,"Female","AU",3,4,5,2,3,3,4,5,4,4,5,5,5,5,4,0.8,0.53,0.87,0.93,0.93
22,"Unanswered","US",3,5,5,5,5,3,5,5,4,2,3,1,5,3,5,0.87,0.87,0.93,0.4,0.87
29,"Unanswered","US",4,4,4,3,4,2,4,3,3,4,3,4,3,3,4,0.8,0.6,0.67,0.73,0.67
24,"Female","TR",1,4,3,4,5,3,3,3,2,3,5,3,4,5,5,0.53,0.8,0.53,0.73,0.93
50,"Female","US",2,1,1,1,5,1,3,1,3,5,5,5,5,5,5,0.27,0.47,0.47,1,1
1977,"Unanswered","US",3,5,4,5,5,5,3,3,5,5,5,5,4,5,5,0.8,1,0.73,1,0.93
33,"Female","PT",1,3,2,3,4,2,4,3,2,2,4,3,3,4,2,0.4,0.6,0.6,0.6,0.6
23,"Unanswered","US",2,1,2,5,5,3,3,5,3,3,5,3,3,4,3,0.33,0.87,0.73,0.73,0.67
22,"Female","TR",2,3,4,4,4,4,4,4,3,3,4,2,4,5,4,0.6,0.8,0.73,0.6,0.87
14,"Unanswered","CA",1,3,2,2,4,3,4,3,3,3,4,3,4,4,4,0.4,0.6,0.67,0.67,0.8
27,"Female","CA",3,4,4,3,5,3,5,4,3,4,4,4,4,4,4,0.73,0.73,0.8,0.8,0.8
21,"Female","US",5,4,5,5,4,4,1,1,1,2,2,3,3,2,3,0.93,0.87,0.2,0.47,0.53
16,"Unanswered","BR",1,1,1,3,3,1,4,1,2,2,5,1,5,5,5,0.2,0.47,0.47,0.53,1
14,"Unanswered","US",2,2,3,4,5,5,5,2,2,4,5,3,5,2,5,0.47,0.93,0.6,0.8,0.8
19,"Unanswered","US",5,5,5,1,2,1,4,3,2,2,5,2,5,4,5,1,0.27,0.6,0.6,0.93
19,"Female","US",2,4,2,3,4,3,5,5,3,2,4,1,5,5,5,0.53,0.67,0.87,0.47,1
46,"Unanswered","US",2,4,3,1,4,1,3,5,4,4,4,1,4,4,4,0.6,0.4,0.8,0.6,0.8
38,"Unanswered","US",5,5,5,4,5,4,5,5,5,3,5,3,4,5,5,1,0.87,1,0.73,0.93
13,"Unanswered","US",1,3,3,4,5,5,4,5,5,2,5,2,5,5,4,0.47,0.93,0.93,0.6,0.93
18,"Female","US",1,4,1,5,4,5,1,1,1,3,1,5,3,5,1,0.4,0.93,0.2,0.6,0.6
21,"Unanswered","TR",3,2,1,3,4,3,2,4,3,4,5,2,5,5,2,0.4,0.67,0.6,0.73,0.8
22,"Unanswered","US",2,3,3,2,4,3,3,4,4,1,3,2,4,4,3,0.53,0.6,0.73,0.4,0.73
20,"Female","NI",3,4,4,4,5,3,3,3,3,5,5,1,1,4,4,0.73,0.8,0.6,0.73,0.6
17,"Unanswered","AU",1,5,4,2,2,2,4,5,5,2,3,2,1,2,3,0.67,0.4,0.93,0.47,0.4
19,"Female","US",1,2,1,5,5,3,4,4,2,2,4,2,3,4,3,0.27,0.87,0.67,0.53,0.67
38,"Unanswered","MY",1,3,4,3,4,3,3,4,4,3,4,4,3,3,3,0.53,0.67,0.73,0.73,0.6
22,"Unanswered","HK",3,4,2,4,2,4,5,3,4,4,4,4,4,3,4,0.6,0.67,0.8,0.8,0.73
34,"Female","US",1,3,3,3,4,2,3,4,2,4,4,4,4,5,4,0.47,0.6,0.6,0.8,0.87
16,"Female","AU",3,3,3,5,5,4,4,5,5,4,5,3,5,5,5,0.6,0.93,0.93,0.8,1
24,"Unanswered","US",2,5,4,2,2,1,5,5,5,1,5,2,4,5,4,0.73,0.33,1,0.53,0.87
17,"Female","US",1,1,4,5,1,5,5,1,1,5,5,3,5,3,4,0.4,0.73,0.47,0.87,0.8
18,"Unanswered","US",1,4,2,3,4,2,2,3,4,5,5,5,3,4,4,0.47,0.6,0.6,1,0.73
18,"Female","US",1,1,2,4,5,2,5,3,3,3,4,1,5,2,3,0.27,0.73,0.73,0.53,0.67
16,"Unanswered","US",2,2,3,4,3,4,2,4,3,3,4,4,4,4,4,0.47,0.73,0.6,0.73,0.8
42,"Unanswered","AU",4,5,5,3,4,3,5,4,5,3,3,3,5,5,5,0.93,0.67,0.93,0.6,1
18,"Female","US",3,1,4,1,3,1,4,5,4,4,5,3,5,4,4,0.53,0.33,0.87,0.8,0.87
24,"Unanswered","US",1,3,4,4,5,4,5,5,3,3,5,3,5,5,5,0.53,0.87,0.87,0.73,1
51,"Unanswered","US",3,5,5,2,2,2,5,5,5,5,5,3,3,5,4,0.87,0.4,1,0.87,0.8
24,"Unanswered","US",3,4,4,2,4,2,5,5,4,4,4,4,4,4,3,0.73,0.53,0.93,0.8,0.73
18,"Unanswered","US",1,1,1,5,4,5,3,5,3,4,3,4,4,4,3,0.2,0.93,0.73,0.73,0.73
45,"Unanswered","US",3,5,3,1,4,1,5,5,5,4,5,3,5,5,3,0.73,0.4,1,0.8,0.87
17,"Unanswered","AU",1,2,2,4,4,4,4,4,4,2,4,2,4,4,3,0.33,0.8,0.8,0.53,0.73
17,"Unanswered","US",4,5,4,5,5,3,5,2,4,4,4,3,5,5,5,0.87,0.87,0.73,0.73,1
17,"Female","US",1,1,1,2,4,1,2,1,1,4,4,4,4,5,4,0.2,0.47,0.27,0.8,0.87
20,"Unanswered","IN",3,5,5,3,3,5,5,4,5,3,4,5,4,4,4,0.87,0.73,0.93,0.8,0.8
45,"Female","US",3,3,4,4,5,3,4,4,4,4,5,5,5,4,5,0.67,0.8,0.8,0.93,0.93
38,"Female","IN",1,4,2,1,4,5,3,4,2,3,4,2,3,5,2,0.47,0.67,0.6,0.6,0.67
21,"Unanswered","US",2,3,2,4,4,4,4,4,3,2,4,2,4,3,4,0.47,0.8,0.73,0.53,0.73
23,"Female","BD",2,1,2,4,4,4,2,4,3,2,2,2,3,3,2,0.33,0.8,0.6,0.4,0.53
35,"Unanswered","US",1,5,5,2,4,2,4,5,4,4,2,4,4,4,4,0.73,0.53,0.87,0.67,0.8
52,"Unanswered","US",1,2,5,1,4,1,4,5,5,2,5,1,5,1,5,0.53,0.4,0.93,0.53,0.73
35,"Female","CA",4,3,5,3,4,2,5,5,4,3,3,2,5,5,5,0.8,0.6,0.93,0.53,1
16,"Female","US",3,4,3,1,2,1,5,4,3,3,5,3,4,4,5,0.67,0.27,0.8,0.73,0.87
20,"Unanswered","US",3,4,4,3,5,3,5,5,5,4,5,5,3,5,3,0.73,0.73,1,0.93,0.73
45,"Female","US",2,4,3,3,4,3,3,2,3,3,4,4,2,4,4,0.6,0.67,0.53,0.73,0.67
22,"Unanswered","CA",3,4,3,4,5,3,5,5,4,5,5,4,5,4,5,0.67,0.8,0.93,0.93,0.93
19,"Unanswered","US",3,4,2,3,5,4,4,3,3,5,2,5,1,5,3,0.6,0.8,0.67,0.8,0.6
33,"Unanswered","IN",1,3,4,3,2,2,3,4,3,4,4,5,5,5,4,0.53,0.47,0.67,0.87,0.93
18,"Unanswered","US",2,3,4,3,5,3,4,4,3,3,4,4,5,4,4,0.6,0.73,0.73,0.73,0.87
15,"Unanswered","CA",3,3,4,5,5,5,4,4,3,4,4,2,5,3,3,0.67,1,0.73,0.67,0.73
20,"Female","CA",4,3,2,2,4,2,2,1,2,4,4,4,4,5,5,0.6,0.53,0.33,0.8,0.93
17,"Female","PH",2,5,2,5,5,5,5,5,3,3,5,2,4,3,4,0.6,1,0.87,0.67,0.73
20,"Unanswered","BD",3,5,4,5,5,5,4,5,4,4,5,3,3,4,3,0.8,1,0.87,0.8,0.67
20,"Unanswered","SG",1,2,1,3,4,2,3,2,3,4,4,2,5,4,3,0.27,0.6,0.53,0.67,0.8
26,"Female","IN",2,4,4,5,2,5,4,4,3,4,3,2,4,4,4,0.67,0.8,0.73,0.6,0.8
47,"Female","AE",4,4,4,4,4,4,4,4,5,4,4,5,4,3,5,0.8,0.8,0.87,0.87,0.8
25,"Female","GU",3,4,4,1,3,1,5,4,4,2,4,2,4,4,3,0.73,0.33,0.87,0.53,0.73
13,"Female","AE",3,5,1,5,5,1,4,4,4,4,4,3,4,3,4,0.6,0.73,0.8,0.73,0.73
32,"Unanswered","US",3,3,3,3,5,2,3,5,4,4,5,5,5,5,4,0.6,0.67,0.8,0.93,0.93
14,"Unanswered","CA",1,1,1,5,4,1,1,1,3,2,5,1,5,5,5,0.2,0.67,0.33,0.53,1
36,"Female","IN",1,3,1,3,5,3,3,5,3,3,5,5,5,5,5,0.33,0.73,0.73,0.87,1
22,"Unanswered","GB",4,3,3,3,4,3,3,2,3,4,3,2,4,3,3,0.67,0.67,0.53,0.6,0.67
17,"Female","US",1,4,2,4,5,4,5,5,5,4,5,1,4,5,5,0.47,0.87,1,0.67,0.93
23,"Unanswered","KE",1,5,1,5,5,5,5,4,5,3,1,4,5,5,2,0.47,1,0.93,0.53,0.8
32,"Female","TR",2,2,2,1,4,2,4,4,4,3,4,2,4,4,4,0.4,0.47,0.8,0.6,0.8
44,"Unanswered","MY",4,4,4,3,2,2,4,4,3,4,4,5,4,4,4,0.8,0.47,0.73,0.87,0.8
31,"Unanswered","DK",2,3,2,3,4,4,4,4,4,3,4,3,4,4,3,0.47,0.73,0.8,0.67,0.73
27,"Unanswered","TR",2,3,3,3,2,3,3,4,3,5,5,5,5,5,5,0.53,0.53,0.67,1,1
20,"Female","SE",2,4,2,4,4,2,4,2,3,3,4,2,4,4,3,0.53,0.67,0.6,0.6,0.73
18,"Unanswered","US",1,1,1,5,5,5,2,3,3,3,5,3,5,3,3,0.2,1,0.53,0.73,0.73
62,"Female","US",2,2,2,5,5,4,4,5,4,3,3,2,5,2,3,0.4,0.93,0.87,0.53,0.67
26,"Unanswered","AU",3,4,5,5,5,3,5,5,4,5,5,5,4,4,5,0.8,0.87,0.93,1,0.87
35,"Unanswered","BG",3,3,5,3,3,3,3,4,4,3,5,4,3,4,3,0.73,0.6,0.73,0.8,0.67
17,"Female","AE",2,5,3,5,5,5,3,5,3,1,4,5,3,2,2,0.67,1,0.73,0.67,0.47
29,"Unanswered","IN",4,5,5,1,5,5,5,5,5,3,5,5,4,5,5,0.93,0.73,1,0.87,0.93
25,"Female","PK",3,5,5,3,4,1,5,5,5,2,2,5,2,3,5,0.87,0.53,1,0.6,0.67
20,"Unanswered","GH",4,5,5,4,4,4,5,5,4,3,3,3,4,3,4,0.93,0.8,0.93,0.6,0.73
16,"Unanswered","AE",1,3,4,3,4,2,4,4,3,4,4,2,3,4,4,0.53,0.6,0.73,0.67,0.73
26,"Unanswered","DE",3,4,4,3,4,3,4,4,4,3,4,3,4,4,3,0.73,0.67,0.8,0.67,0.73
25,"Female","TW",5,5,4,2,5,3,5,5,4,3,3,2,4,3,4,0.93,0.67,0.93,0.53,0.73
29,"Unanswered","US",4,4,4,5,5,4,5,2,3,1,5,2,4,4,4,0.8,0.93,0.67,0.53,0.8
20,"Unanswered","AU",3,5,5,3,3,3,5,5,5,4,5,3,5,4,5,0.87,0.6,1,0.8,0.93
24,"Unanswered","IN",3,3,3,3,2,5,1,3,2,3,4,3,4,5,4,0.6,0.67,0.4,0.67,0.87
19,"Female","MY",2,4,4,4,4,4,4,5,3,1,4,2,5,3,4,0.67,0.8,0.8,0.47,0.8
31,"Unanswered","EG",3,5,5,3,4,3,3,3,3,2,3,5,2,5,3,0.87,0.67,0.6,0.67,0.67
20,"Female","SE",1,3,4,3,4,1,4,4,3,2,3,2,4,4,4,0.53,0.53,0.73,0.47,0.8
25,"Female","GB",4,4,5,2,2,4,2,4,4,4,5,2,5,5,4,0.87,0.53,0.67,0.73,0.93
27,"Unanswered","SG",2,4,5,2,3,2,5,4,3,4,5,4,4,5,4,0.73,0.47,0.8,0.87,0.87
40,"Female","IN",4,3,2,2,4,2,4,4,4,3,4,4,4,5,5,0.6,0.53,0.8,0.73,0.93
15,"Female","US",2,3,2,3,1,3,5,4,5,5,2,1,5,4,5,0.47,0.47,0.93,0.53,0.93
